,Zipcode,ParkName,ParkType,ParkServiceArea,PSAManager,email,Number,Acreage,SupDist,ParkID,Location 1,Lat,Long,size,neighborhood,attributes,google_id,google_type,google_reviews
165,94127.0,MIRALOMA PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,2.2,7.0,70,"Omar San Francisco, CA (37.73864614, -122.44931265)",37.73864614,-122.44931265,size_large,St Francis Wood,"[Neighborhood Park or Playground, size_large, St Francis Wood]",ChIJ24wg19h9j4ARsp-LoIqDTT8,"[park, point_of_interest, establishment]","Ancient playground with steep metal slides and high wood platforms over sand. Separate structure for smaller kids, plus basketball and tennis courts, and a baseball field. Has restrooms."
166,94127.0,SUNNYSIDE PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,2.37,7.0,67,"Teresita Ave San Francisco, CA (37.73366412, -122.4474787)",37.73366412,-122.4474787,size_large,St Francis Wood,"[Neighborhood Park or Playground, size_large, St Francis Wood]",ChIJf0m3k9d9j4ARMoTkAq36A6E,"[park, point_of_interest, establishment]","Small playground with newish metal, plastic, and rope climbing structures over a rubber base. There's a grassy area (mostly used by dogs) and restrooms adjacent. And many flights of steps up to the Terasita entrance.very fun, great exercise.

"
167,94127.0,MT DAVIDSON PARK,Regional Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,40.71,7.0,69,"Myra Wy, San Francisco, CA, (37.73906280, -122.45465821)",37.7390628,-122.45465821,size_huge,St Francis Wood,"[Regional Park, size_huge, St Francis Wood]",ChIJhZVqXNx9j4ARvuYowECMdiA,"[park, point_of_interest, establishment]","The view is outstanding from the top. You overlook all of the city in every direction. And the hike isn't bad either.Short hike (~40m one way) and the view is great on the top! And check out the huge cross, too.Super easy ""hike"" up to the top. There's a little bench, the gnarly tree (apparently had been struck by lightning), and unparalleled views of the city. Great place for a picnic as the top is spacious and flat. I went because of the Dirty Harry filming location. The views of the area from several locations around the top are simply amazing. Take some water if you go there but it's worth the time!Arrived at dusk. Spectacular views of bay and south side of SF/Daly City/Brisbane. All the city lights were a twinkle for miles on end, and the setting sun was set at ""twilight's last gleaming"" to the west. It was hard to find the cross because it is not lit at night like it was in Dirty Harry. Put it on your 'bucket list' - I had and I'm glad I did!"
168,94127.0,O'SHAUGHNESSY HOLLOW,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,3.75,7.0,183,"O'Shaughnessy Blvd, San Francisco, CA, (37.74016899, -122.44487598)",37.74016899,-122.44487598,size_large,St Francis Wood,"[Neighborhood Park or Playground, size_large, St Francis Wood]",ChIJM95senZ-j4ARpMltWrR_4xw,"[park, point_of_interest, establishment]",no reviews
169,94127.0,GLEN PARK,Regional Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,77.94,8.0,1,"Elk St San Francisco, CA (37.7400257, -122.44273225)",37.7400257,-122.44273225,size_huge,St Francis Wood,"[Regional Park, size_huge, St Francis Wood]",ChIJH_DsTWR-j4ARjJ43QzD-j-A,"[neighborhood, political]",no reviews
170,94131.0,BILLY GOAT HILL,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,3.67,8.0,5,"30th San Francisco, CA (37.74140787, -122.43319872)",37.74140787,-122.43319872,size_large,Twin Peaks,"[Neighborhood Park or Playground, size_large, Twin Peaks]",ChIJKfERrm9-j4AROcxSCHx2gE0,"[park, point_of_interest, establishment]","The biggest major let down so far this year. We decided to jump start the year by going to the park and checking out the sights. I've heard people rave about Billy Goat Hill as a must see, with ""sweeping views"" of San Francisco. 
Reality Check: Billy Goat Hill only has views of one side of the city. The other faces another hill. And the picturesque swing that everyone has been seen on? Tattered ropes left behind with no seat or bars, too high to even swing around on. Do yourself a favor and drive a little way across to Bernal Heights Park, with truly sweeping 360 degree views of the city.It's a beautiful place, the swing set is something that I always wanted to take a picture with and I was able to do so. However I went back a month later and saw the mat the swing had been broken. HOWEVER, there's a nice ledge to still take a picture from with a really nice view of the city. Also there's like a 3 min walk you have to do to get up there. It's super easy and worth to check out! 

Stunning night time views of downtown. Great for puppies. Great views, and nice hike up the hill.Great view of downtown, nice swing when it's there."
171,94131.0,WALTER HAAS PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,4.4,8.0,4,"Addison San Francisco, CA (37.74058384, -122.43436978)",37.74058384,-122.43436978,size_large,Twin Peaks,"[Neighborhood Park or Playground, size_large, Twin Peaks]",ChIJo3rpxW9-j4ARFcEn-d_g5to,"[park, point_of_interest, establishment]","I enjoy my time at Haas Park and have gone there since it opened.  However lately I have been almost run over by kids on full size bikes - not toddlers on tricycles.  Just two days ago there were THREE kids of late elementary school age RACING around the single paved path nearly hitting me on my walker and ladies with strollers.  I saw no adult supervision.  Why are bikes even allowed on that path?  Bikes like these belong on the streets.Awesome views, not crowdedLove the grassy areas overlooking San Francisco skyline. It does get with windy but super nice on a sunny day.The best park to ball
A bit windy but pretty expansive playground for kids. Also has a large paved area for basketball or learning how to ride bikes, a big open field, and a dog run area."
172,94131.0,PORTOLA OPEN SPACE,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.81,8.0,37264,"201 Portola San Francisco, CA (37.74707797, -122.44406156)",37.74707797,-122.44406156,size_average,Twin Peaks,"[Mini Park, size_average, Twin Peaks]",ChIJfa6w4wp-j4AR-9nOMt0ue3g,[premise],no reviews
173,94131.0,DUNCAN/CASTRO OPEN SPACE,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.55,8.0,178,"Duncan San Francisco, CA (37.74594931, -122.43339409)",37.74594931,-122.43339409,size_small,Twin Peaks,"[Neighborhood Park or Playground, size_small, Twin Peaks]",ChIJjxCgpW1-j4ARjkv1eyUkxOM,"[park, point_of_interest, establishment]",One of my favorite views in the city.
174,94131.0,White Crane Springs Community Garden,Community Garden,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,2.68,7.0,123631,"of 7th San Francisco, CA (37.75758279, -122.4633024)",37.75758279,-122.4633024,size_large,Twin Peaks,"[Community Garden, size_large, Twin Peaks]",ChIJR5k9DPZ9j4ARHYnyjbW7PkM,"[park, point_of_interest, establishment]",Picked up a few great pumpkins here to carve for halloween.
175,94131.0,TOPAZ OPEN SPACE,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.83,8.0,197,"Diamond Heights, San Francisco, CA, (37.74170413, -122.43616246)",37.74170413,-122.43616246,size_average,Twin Peaks,"[Neighborhood Park or Playground, size_average, Twin Peaks]",ChIJs1ghw3F-j4ARo-G4zmtjosk,"[park, point_of_interest, establishment]",no reviews
176,94131.0,Garden for the Environment,Community Garden,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.51,7.0,20755,"7th Ave North of Lawton, San Francisco, CA, (37.75911093, -122.46357301",37.75911093,-122.46357301,size_small,Twin Peaks,"[Community Garden, size_small, Twin Peaks]",ChIJ4ak_VV-HhYARymuDKmKSHyE,"[park, point_of_interest, establishment]","This is a teaching garden, which means it's a place that holds gardening classes. The food that they grow is harvested and donated to local charities. They welcome volunteers of all ages to help in the garden and their classes are great too. The instructor for the class I took was very knowledgeable and took her time explaining things to us in a clear way. I hope to return soon to help harvest food and take one of their monthly composting classes.This is one place I hope never has to leave San Francisco.  The one I've been to is on 7th Ave. near Lawton in the Inner Sunset. They offer wonderful educational programs about organic gardening, landscaping, composting, and you can become a community educator if you take some of their longer programs, which I've wanted to do for some time. Very cool place!"
177,94131.0,GEORGE CHRISTOPHER PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,6.8,8.0,7,"5210 Diamond Heights Blvd San Francisco, CA (37.74347014, -122.44055037)",37.74347014,-122.44055037,size_huge,Twin Peaks,"[Neighborhood Park or Playground, size_huge, Twin Peaks]",ChIJ7cJqhXN-j4ARpwxfrGRNo5g,"[park, point_of_interest, establishment]","Very suburban feel to this sprawling playground at the edge of Glen Canyon next to a strip mall. Antique play structures are tall and complex, but laced with arsenic. Sand base. Basketball and baseball nearby. Restrooms.Love the large clean public restrooms. Tennis court that no one uses and a baseball field.Four stars for the scariest swings in SF.This is a great park- very friendly and clean.  Dogs are (almost) always well behaved- the kids on the playground ? who knows ??  This park almost makes you believe you left SF to a more civilized locale. (meaning free of the usual SF discards : condoms, needles, drug baggies, broken crack pipes, and all the fun characters that come along with listed items)  Too old and dangerous for toddlres....I bet it was a great playground 20 yrs ago!"
178,94131.0,SUNNYSIDE CONSERVATORY,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.26,8.0,180,"Monterey San Francisco, CA (37.73193576, -122.44076127)",37.73193576,-122.44076127,size_small,Twin Peaks,"[Mini Park, size_small, Twin Peaks]",ChIJ4UgiAXx-j4ARnRtO69jSOF4,"[park, point_of_interest, establishment]","Pleasant park, nice view, very family friendly.This is the OTHER San Francisco Conservatory, and quite a gem it is. Even if it's closed you can enjoy the landscaping. You can combine this one with Mt Davidson (remember Dirty Harry?) on the same  trip.A nice little public space with a few benches.  It's a cozy outdoor spot mostly blocked off from the street noise.  When I pass by I see people who have rented it out for weddings or music recitals.Beautiful!!! "
179,94131.0,DOROTHY ERSKINE PARK,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,1.5,8.0,179,"Martha San Francisco, CA (37.73391249, -122.43944536)",37.73391249,-122.43944536,size_average,Twin Peaks,"[Neighborhood Park or Playground, size_average, Twin Peaks]",ChIJjfpNvnt-j4ARpHBQlkAiEko,"[park, point_of_interest, establishment]","Grew up here it is a sweet lil vistaTiny park, but it has a great view at sunset."
180,94131.0,BERKELEY WAY OPEN SPACE,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.83,8.0,2,"298 Berkeley Wy San Francisco, CA (37.73956697, -122.43995903)",37.73956697,-122.43995903,size_average,Twin Peaks,"[Neighborhood Park or Playground, size_average, Twin Peaks]",ChIJhW5D33B-j4ARf157l-Jzadg,[premise],no reviews
181,94131.0,DIAMOND/FARNUM OPEN SPACE,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.07,8.0,181,"Diamond San Francisco, CA (37.73880241, -122.43431084)",37.73880241,-122.43431084,size_tiny,Twin Peaks,"[Neighborhood Park or Playground, size_tiny, Twin Peaks]",ChIJv4rLWGV-j4ARAtqHqcOkvR8,[premise],no reviews
182,94131.0,CRAGS COURT GARDEN,Community Garden,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.41,8.0,198,"Crags Ct, San Francisco, CA, (37.74141960, -122.44067225)",37.7414196,-122.44067225,size_small,Twin Peaks,"[Community Garden, size_small, Twin Peaks]",ChIJ9SlCdnZ-j4AR86EzE6c9NY8,"[park, point_of_interest, establishment]","Even though it's right in the middle of SF, it feels very wild and secluded. We saw several groups bouldering on giant rocks (awesome) and ran across some wildlife, including a snake and a family of groundhogs. Perfect and easy to get to if you're looking for a break from the city in nature. Glen Park helps you escape the commotion of the city without ever actually leaving the city. It's by far one of my favorite ""hikes"" to go on when I can't leave SF
Beautiful natural oasis in SF.  I go on runs here from Bernal Heights.  There are times when you can't see any signs of civilization while running.  Highly recommended. I wish there were views like at the other SF parks (which tend to be hills), but it's a canyon. Oh well. I saw three cool birds there on one run.While tiny in comparison to Golden Gate Park, it's an easy way to feel like you are in a forest preserve without ever leaving San Francisco.  You can hop on the the BART and it's only a short 10 minute walk to the entrance.  There are lots of very, very well behaved dogs.  Rather than mowed lawns and paved paths, this park is mostly dirt and gravel with a more wild feel to it.  From the center of the park, you see very few homes.  It's neat to watch the change of the seasonings as the hills turn from lush green to brown.  There's even a tiny marshy area with a wooden bridge over it. I like to sit on the rocks half way up the canyon and just relax.Amazing little get away for hikers living in the city. I enjoy walking through here and getting exercise. Lots of elevation changes and rocky landscapes."
183,94131.0,EVERSON/DIGBY LOTS,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,1.2,8.0,6,"61 Everson St San Francisco, CA (37.73807643, -122.43177574)",37.73807643,-122.43177574,size_average,Twin Peaks,"[Neighborhood Park or Playground, size_average, Twin Peaks]",missing,missing,no reviews
184,94131.0,INTERIOR GREEN BELT,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,21.35,7.0,87,"Belmont San Francisco, CA (37.7585442, -122.45319935)",37.7585442,-122.45319935,size_huge,Twin Peaks,"[Neighborhood Park or Playground, size_huge, Twin Peaks]",ChIJiyZ_7fh9j4ARWJ1WvoqXus0,"[park, point_of_interest, establishment]","I don't know how it took us four years living in San Francisco to discover this hidden gem. Just a few block off of busy Haight Street, there's a staircase that leads to a brief hike through the woods. The hike isn't super challenging, but you instantly feel like you're not in a city at all. The trails are incredibly well-marked. Just keep an eye out for closed trails due to poison oak.Beautiful, intimate forest. Cool houses on the periphery.Ооооо"
185,94131.0,Arlington Community Garden,Community Garden,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.13,8.0,171736,"Arlington San Francisco, CA (37.73704325, -122.42637624)",37.73704325,-122.42637624,size_tiny,Twin Peaks,"[Community Garden, size_tiny, Twin Peaks]",ChIJGygHL2d-j4ARBVrNYhWBwqQ,"[park, point_of_interest, establishment]",
186,94131.0,29TH/DIAMOND OPEN SPACE,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,0.82,8.0,194,"Diamond San Francisco, CA (37.74360211, -122.43523589)",37.74360211,-122.43523589,size_average,Twin Peaks,"[Neighborhood Park or Playground, size_average, Twin Peaks]",ChIJlcguT3J-j4ARkGTQdV-V2Ks,"[real_estate_agency, point_of_interest, establishment]",no reviews
187,94131.0,UPPER NOE RECREATION CENTER,Neighborhood Park or Playground,PSA 5,"O'Brien, Teresa",teresa.o'brien@sfgov.org,(415) 819-2699,2.51,8.0,22,"Day San Francisco, CA (37.74243091, -122.42779751)",37.74243091,-122.42779751,size_large,Twin Peaks,"[Neighborhood Park or Playground, size_large, Twin Peaks]",ChIJv79V5Gh-j4AR2HqHsxbxKHw,"[park, point_of_interest, establishment]","Indoor space is great for toddlers. Playground equipped for a nice range of ages. Tennis, basketball, playground, baseball in a great shape.Playground structures are mostly for little kids, with the exception of the rope structure. Basketball and tennis court. Athletic field. Indoor rec center.Cute Park for toddlers
Undergrowth as the place nuetralized shrubs, etc......."
188,94131.0,MIDTOWN TERRACE PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,1.57,7.0,167,"Clarendon San Francisco, CA (37.75223367, -122.45453246)",37.75223367,-122.45453246,size_average,Twin Peaks,"[Neighborhood Park or Playground, size_average, Twin Peaks]",ChIJy9bnL_t9j4AR8Rgv7zbd66Q,"[park, point_of_interest, establishment]",
189,94131.0,JOOST/BADEN MINI PARK,Mini Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,0.14,8.0,158,"Joost San Francisco, CA (37.73273279, -122.4408417)",37.73273279,-122.4408417,size_tiny,Twin Peaks,"[Mini Park, size_tiny, Twin Peaks]",ChIJr6rT_Ht-j4AR6zUnyBJSt_0,"[park, point_of_interest, establishment]",no reviews
190,94131.0,TWIN PEAKS,Regional Park,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,54.59,7.0,77,"Twin Peaks Blvd, San Francisco, CA, (37.75279086, -122.44748390)",37.75279086,-122.4474839,size_huge,Twin Peaks,"[Regional Park, size_huge, Twin Peaks]",ChIJt3HwrOJ9j4ARbW6uAcmhz7I,"[park, point_of_interest, establishment]","This is well worth the drive to come up and see the sites here.  Day or night this has some amazing views.  Tip:  don't go up if it's foggy, there is no point.No not the TV show from the 90's. Yes I'm that old and remember it. This is the literal and almost figurate center of the city. It is the highest geographical point and a great viewpoint for 360 degree views of the City. On a clear day it's windy, on a foggy day it's windy, actually it's windy all the time up here. Bring a jacket because it's like going to Alcatraz, colder than you'd think or expect. A couple hundred feet elevated from the sea it's not a massive peak, but there are 2 of them, hence the name. The more public one is lower, but if you're of able body and balance you can scamper to the higher peak, but it's like being on the end of a speed boat except the wind comes from all sides.

Beautiful and the north side exit is a very popular shot for many movies done in the SF region. It's really not as steep as you'd expect because it's really not as high as you'd think at just shy of 1000 feet above sea level. Apparently it's a lovely ride on a bike, but I'm never up here with mine. Come see for yourself it's a tourists paradise for pictures that go to the relatives. It's a little grungy up there with the spray can artist and kids smoking the reefer thinking it's so windy no one can smell it.Woo! One of my favorite spots to take people in the city, whether they're out-of-town visitors, or local residents who've never visited. Probably one of the best views in the city, as you get to look down on everything in a 180 angle north of this point, allowing for fantastic views of the Bay Bridge, the Golden Gate Bridge, Downtown and Market Street, and much, much more.

The downsides? It's cold up here. Like, really cold. And windy. Also, don't make the mistake of coming up here when the fog is really heavy: not only is it a much more dangerous drive up the dark, windy road, you also won't be able to see much up here anyway!Great views! Terrible crime spot! If you leave valuables in your car your window will be broken, and a thief will take everything. The sad thing is the SFPD is aware of the problem but does little to fix the issue. If you are touring the SF area and want to visit the point, do so, but keep the things you care about back at the hotel. AN AMAZING VIEW OF SAN FRANCISCO. The roads can be dangerous but definitely worth the drive when you get up there.  Try to go when there's no fog (which is hard to determine) but if you go during the right time where its fog free, you get to see the beautiful city of San Francisco and all its glory."
191,94131.0,DOUGLASS PLAYGROUND,Neighborhood Park or Playground,PSA 5,"Lockwood, Darlene",darlene.lockwood@sfgov.org,(415) 717-2872,7.45,8.0,8,"26th San Francisco, CA (37.74727823, -122.43893283)",37.74727823,-122.43893283,size_huge,Twin Peaks,"[Neighborhood Park or Playground, size_huge, Twin Peaks]",ChIJUzRPzgx-j4ARSYg77SA7_Uw,"[park, point_of_interest, establishment]","I love this park. The playground isn't the newest, but it sure is beautiful here. A little oasis in the middle of the city. Small park carved out side of a hill. Older Playground for kids 7+
Sand, open field, tennis courts Pretty cool park with lots of sunny spots to sit down and enjoy. Metal play structure over sand and rubber. Tennis and basketball court. Grassy area. Restrooms. "
192,94131.0,FAIRMOUNT PLAZA,Neighborhood Park or Playground,PSA 6,"Miller, John",john.miller@sfgov.org,(415) 513-2577,0.74,8.0,3,"Miquel San Francisco, CA (37.73849226, -122.42913147)",37.73849226,-122.42913147,size_small,Twin Peaks,"[Neighborhood Park or Playground, size_small, Twin Peaks]",ChIJ7wqqZGZ-j4ARYVGGwYotvMw,[premise],no reviews
193,94132.0,PARKSIDE SQUARE,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,8.31,4.0,84,"28th Ave San Francisco, CA (37.73794781, -122.48390596)",37.73794781,-122.48390596,size_huge,Lake Merced,"[Neighborhood Park or Playground, size_huge, Lake Merced]",ChIJz0Nd1pt9j4AR3s8Pu2CthQI,"[park, point_of_interest, establishment]","me and my brother and sister and big sister all had a good time here really sad I live in fresno this park is one of the best ever definetly deserves 5 stars it practly loks like the official neighbor hood meeting spot where they talk about there lives while the kids play if you ever have kids and they see this park and ask if they can play at it say yes I cannot stop talking about this park just come vist it if you ever get a chance you will like I gurantee and now that's a promise with a garantee I garanteeThis little park sits right off Vicente street. That means that there is always plenty of parking! With a couple tennis courts, a basketball court, a little league baseball field, and a playground, this park has something for everyone. There is a giant grassy area in the middle for a soccer game or Frisbee. I see a lot of people with their dogs here. It's a lovely little park to come to if you want to play a quick game and not be waiting for a spot. This would be a really good diamond for kickball. Newish playground with nice, sprawling, accessible play structures. Ball/soccer field, tennis courts, and restrooms."
194,94132.0,SAN FRANCISCO ZOO,Zoological Garden,PSA 4,"Scott, Ronnie",ronnie.scott@sfgov.org,(415) 504-7923,131.52,7.0,12,"1 Zoo Rd San Francisco, CA (37.73158916, -122.50380857)",37.73158916,-122.50380857,size_huge,Lake Merced,"[Zoological Garden, size_huge, Lake Merced]",ChIJjaIC83F9j4AR1z3B225I_XU,"[zoo, point_of_interest, establishment]","I'm seeing a lot of stupid reviewers. 

Everyone comparing it to San Diego, OK, it's not San Diego. So are you incapable of enjoying yourself? The San Diego Zoo is one of the largest on Earth. It's also 8 hours away, and costs 2.5X as much money. I enjoy seeing a squirrel in a park. I don't think to myself ""Man this squirrel sucks because I'm not looking at an elephant."" If you can't appreciate the small things, you probably don't even get appreciating nature at all. But that's not even fair because the SF Zoo isn't even small. It's just not top 10 on Earth like S.D. is. Boo hoo. 

@Deo Shabir Hey dummy, you talk about how ""we"" all need to pony up to help the zoo get better. Meanwhile the only time you visit was on a free day. Good job. 

@Jesus Salcido-Duarte Do you even know what ""average"" means? The average zoo is in a small town with 1/4 the size and animals. While there are a few areas that have not been in use for a long time, the areas that are upkept are very nice to visit. Animals seem very well cared for and it doesnt creep you out to see them in such lush accommodations. I wish there was a better way to get there via train.Really cool large zoo in San Francisco! I enjoyed seeing the gorillas, chimps, giraffes, and even tigers!

The place was a real pleasure to walk around in and it's great to see the crazy amounts of animals in person! 

The only tips I can share is to go early, because the parking fills up very quickly! We were able to find parking outside of the parking lot luckily and walked down a bit. Food was a bit pricey as well, but I wasn't surprised.

Overall I enjoyed the day there!A zoo tucked on the very corner edge of the city. We got to see many animals, many in exhibits that seemed to provide enough open air play. Kids seemed to enjoy a lot of the exhibits. Be sure to check out the feeding schedules!Such a nice zoo to go to. Beat's the zoo's in Los Angeles for sure. It was a pleasure and it's amazing to walk around and see all the animals. Seeing them happy made me happy too."
195,94132.0,BROTHERHOOD/CHESTER MINI PARK,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.59,7.0,160,"501 Brotherhood Wy San Francisco, CA (37.71238249, -122.46990318)",37.71238249,-122.46990318,size_small,Lake Merced,"[Mini Park, size_small, Lake Merced]",ChIJu3S53Ul8j4ARkWHwkaZPIi8,[premise],no reviews
196,94132.0,ROLPH NICOL PLAYGROUND,Neighborhood Park or Playground,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,3.04,7.0,9,"Eucalyptus Dr San Francisco, CA (37.73060291, -122.48041933)",37.73060291,-122.48041933,size_large,Lake Merced,"[Neighborhood Park or Playground, size_large, Lake Merced]",ChIJo6dQtLx9j4ARY9spbE61ixo,"[park, point_of_interest, establishment]","Tiny, forlorn play structure and 2 baby swings. Big grassy area surrounded by a stand of trees.Great little park for me and my dogs"
197,94132.0,SIGMUND STERN RECREATION GROVE,Regional Park,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,33.78,4.0,83,"19th Ave San Francisco, CA (37.73608224, -122.47829786)",37.73608224,-122.47829786,size_huge,Lake Merced,"[Regional Park, size_huge, Lake Merced]",ChIJ7Xn7t5d9j4ARQRqbedTOces,"[park, point_of_interest, establishment]","Came for one of the Stern Grove concerts during the summer. We had to sit on the hill, wish we could have been on the grassy area.I have seen the ballet, heard great free

music and just enjoyed a quiet afternoon in this park.  Great save San Francisco, great save.This is a great park that holds concerts each summer.  This year I went to see Sergio Mendes and it was a lot of fun!  And the best part is that it's free, with donations accepted.  You can also bring your own drink and food.  It's best to get there early because the place fills up by 11am, maybe even earlier depending on the performer.  You can hear the music everywhere, but if don't want to be sitting on an incline or on a log, then get there early.

Because the park is in the middle of the Sunset, it's pretty quiet, away from all the city noise.  It's a nice place to relax or go for a jog.I have been to many wonderful concerts here, and the place just keeps improving. Even when there's no music, it's pleasant to bike or hike through or picnic in the Grove. OKBeautiful park with lots of dog friendly paths and a huge off leash area. "
198,94132.0,LAKEVIEW/ASHTON MINI PARK,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.51,11.0,20,"Ashton San Francisco, CA (37.71809145, -122.4625727)",37.71809145,-122.4625727,size_small,Lake Merced,"[Mini Park, size_small, Lake Merced]",ChIJk7S-njN8j4ARGQ1BQpjUXpI,"[park, point_of_interest, establishment]","Great of the city and the sky, but very very windy, so bring a jacket!Lovely view on the ocean!
I live 100 feet from there so this is my favorite place where you can enjoy the view because there is usually nobody.Great park with a 360 degree view! Nothing but a rock, really, but fantastic views in every direction."
199,94132.0,HEAD/BROTHERHOOD MINI PARK,Mini Park,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,0.55,11.0,196,"Head St San Francisco, CA (37.71262222, -122.46422924)",37.71262222,-122.46422924,size_small,Lake Merced,"[Mini Park, size_small, Lake Merced]",ChIJKf7xLjd8j4AR65FYD4daRDY,[premise],no reviews
200,94132.0,BROOKS PARK,Neighborhood Park or Playground,PSA 4,"Sheehy, Chuck",charles.sheehy@sfgov.org,(415) 218-2226,3.77,11.0,18,"373 Ramsell St San Francisco, CA (37.71727397, -122.46676875)",37.71727397,-122.46676875,size_large,Lake Merced,"[Neighborhood Park or Playground, size_large, Lake Merced]",ChIJIQACBDV8j4ARwxS0LNmo7BA,"[park, point_of_interest, establishment]","Lovely little park with great views, picnic tables, and small playground bordering a community garden. Quiet & secluded.Small but vibrant local park with a community garden, wonderful views of the city in all directions, picnic benches at the top, a barbecue area, and a rather sad looking playground.Wild, rustic hilltop park has steep unpaved trails and paved paths with tree roots busting through. A few charming old stone fences are skattered around. Top of the hill has picnic tables, a BBQ, and views through the trees. A small fenced in area has an old, tiny play structure for little kids.🌷🌷🌷occasionally I am walking here. Presidents around here buy a small partteter in this brooks community. You can raise anything you want here, flowers, vegetables , even hens🐔🐔. Very interesting and warming.Great peaceful park in the middle of the hustle and bustle. "
201,94132.0,PINE LAKE PARK,Regional Park,PSA 4,"Sheets, Robert",robert.sheets@sfgov.org,(415) 235-4576,30.29,4.0,82,"Sloat Blvd San Francisco, CA (37.7363086, -122.48592744)",37.7363086,-122.48592744,size_huge,Lake Merced,"[Regional Park, size_huge, Lake Merced]",ChIJi2MtTZl9j4AR81fZkNsVP98,"[park, point_of_interest, establishment]","Wide open area that's great for a nice walk with a dog! Very dog friendly! :)I used to visit this park to take photos of the happy dogs long before I had one of my own.  Now it's my no. 1 choice for walking with my dog who loves to run and socialize with other dogs whenever we are in San Francisco.  No separation of dogs by the size is needed here as the open area for dogs is large enough to chase each other, play whatever it is that you play with them, in group or privately. There is plenty of sunny open space, wooded areas, benches, drinking fountains at all needed heights, public bathrooms, large parking and a great hiking down the grove if you live or shop in the neighborhood."
